epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,188.078,0.84787,1.13136,1.36576,0.74844,1,0.995,0.7061,0.83055,2.09954,1.50197,0.000334317,0.000334317,0.000334317
39,192.388,0.87658,1.50374,1.29159,0.69381,1,0.9125,0.68019,0.86323,2.19544,1.57813,0.000317817,0.000317817,0.000317817
40,196.778,0.6469,1.13637,1.23275,0.69381,1,0.9125,0.68019,0.86323,2.19544,1.57813,0.000299997,0.000299997,0.000299997
41,201.375,1.04108,2.16155,1.60535,0.67745,1,0.87063,0.67858,0.84228,2.27922,1.58449,0.000280856,0.000280856,0.000280856
42,205.723,0.68239,2.01267,1.40694,0.64607,1,0.796,0.60036,0.77984,2.49755,1.56318,0.000260395,0.000260395,0.000260395
43,210.551,0.75031,1.94939,1.45746,0.64607,1,0.796,0.60036,0.77984,2.49755,1.56318,0.000238614,0.000238614,0.000238614
44,215.348,0.78111,1.69813,1.40132,0.67677,0.83333,0.81817,0.64001,0.79235,2.62825,1.60341,0.000215513,0.000215513,0.000215513
45,219.936,0.92465,2.03431,1.42482,0.67677,0.83333,0.81817,0.64001,0.79235,2.62825,1.60341,0.000191092,0.000191092,0.000191092
46,224.284,0.54343,1.58132,1.27139,0.70854,0.93522,0.87063,0.68554,0.82336,2.4458,1.68831,0.00016535,0.00016535,0.00016535
47,228.633,0.47208,1.64292,1.13091,0.70854,0.93522,0.87063,0.68554,0.82336,2.4458,1.68831,0.000138288,0.000138288,0.000138288
48,232.979,0.47221,1.95552,1.20579,0.86195,0.83333,0.95375,0.75887,0.81668,2.16027,1.67722,0.000109905,0.000109905,0.000109905
49,237.268,1.20103,2.31803,1.88776,0.86195,0.83333,0.95375,0.75887,0.81668,2.16027,1.67722,8.02027e-05,8.02027e-05,8.02027e-05
50,241.685,0.35444,1.75797,1.20648,0.87583,0.83333,0.95375,0.75887,0.81344,2.02255,1.64765,4.91798e-05,4.91798e-05,4.91798e-05
